ts_micro,frame,wheel,throttle
1762414504643,726,0.0,0.765625
1762414504676,727,0.0,0.765625
1762414504710,728,0.0,0.765625
1762414504743,729,0.0,0.765625
1762414504776,730,0.0,0.765625
1762414504810,731,0.0,0.7421875
1762414504843,732,0.0,0.7421875
1762414504876,733,0.0,0.6953125
1762414504910,734,0.0,0.0078125
1762414504943,735,0.0,0.0078125
1762414504976,736,0.0,0.0078125
1762414505010,737,0.0,0.0078125
1762414505043,738,0.0,0.0078125
1762414505076,739,0.0,0.0078125
1762414505110,740,0.0,0.0078125
1762414505143,741,0.0,0.0078125
1762414505177,742,0.0,0.0078125
1762414505210,743,0.0,0.0078125
1762414505243,744,0.0,0.0078125
1762414505276,745,0.0,0.0078125
1762414505310,746,0.0,0.0078125
1762414505343,747,0.0,0.0078125
1762414505376,748,0.0,0.0078125
1762414505410,749,0.0,0.0078125
1762414505443,750,0.0,0.0078125
1762414505476,751,0.0,0.0078125
1762414505510,752,0.0,0.0078125
1762414505543,753,0.0,0.0078125
1762414505576,754,0.0,0.0078125
1762414505610,755,0.0,0.0078125
1762414505643,756,0.0,0.0078125
1762414505676,757,0.0,0.0078125
1762414505710,758,0.0,0.0078125
1762414505743,759,0.0,0.0078125
1762414505776,760,0.0,0.0078125
1762414505810,761,0.0,0.0078125
1762414505843,762,0.0,0.0078125
1762414505876,763,0.0,0.0078125
1762414505910,764,0.0,0.0078125
1762414505943,765,0.0,0.0078125
1762414505976,766,0.0,0.0078125
1762414506010,767,0.0,0.0078125
1762414506043,768,0.0,0.0078125
1762414506076,769,0.0,0.0078125
1762414506110,770,0.0,0.0078125
1762414506143,771,0.0,0.0078125
1762414506176,772,0.0,0.0078125
1762414506209,773,0.0,0.0078125
1762414506243,774,0.0,0.0078125
1762414506276,775,0.0,0.0078125
